CODICE_VIA,STATO,TIPO,DENOMINAZIONE,DATA_INTITOLAZIONE,ANNO_SOPPRESSIONE,DESCRITTIVO,ANNCSU,OPENSTREETMAP,PROGANNCSU
4124,2,27,BUCALOSSI PIETRO,20210706,0,PIETRO BUCALOSSI,PIETRO BUCALOSSI,PIETRO BUCALOSSI,
4126,2,1,GONZALES ENRICO,19770120,0,ENRICO GONZALES,ENRICO GONZALES,ENRICO GONZALES,
4127,2,1,SCHEIWILLER GIOVANNI,19770120,0,GIOVANNI SCHEIWILLER,GIOVANNI SCHEIWILLER,GIOVANNI SCHEIWILLER,
4128,2,1,MARELLI ERCOLE,19510313,0,ERCOLE MARELLI,ERCOLE MARELLI,ERCOLE MARELLI,
4129,2,4,ISARCO,,0,ISARCO,ISARCO,ISARCO,
4130,2,1,SERIO,,0,SERIO,SERIO,SERIO,
4131,2,1,BASTIA,19290327,0,BASTIA,BASTIA,BASTIA,
4132,2,1,AMPOLA,,0,AMPOLA,AMPOLA,AMPOLA,
4133,2,2,ORTLES,,0,ORTLES,ORTLES,ORTLES,
4134,2,1,CONDINO,,0,CONDINO,CONDINO,CONDINO,
4135,2,1,ADAMELLO,19210608,0,ADAMELLO,ADAMELLO,ADAMELLO,
4136,2,1,VEZZA D'OGLIO,,0,VEZZA D'OGLIO,VEZZA D'OGLIO,VEZZA D'OGLIO,
4137,2,1,OROBIA,,0,OROBIA,OROBIA,OROBIA,
4138,2,1,LONGANESI LEO,19770120,0,LEO LONGANESI,LEO LONGANESI,LEO LONGANESI,
4139,2,1,CALABIANA ARCIVESCOVO,19290327,0,ARCIVESCOVO CALABIANA,ARCIVESCOVO CALABIANA,ARCIVESCOVO CALABIANA,
4140,2,1,VALSUGANA,,0,VALSUGANA,VALSUGANA,VALSUGANA,
4141,2,1,MACERATA,19301002,0,MACERATA,MACERATA,MACERATA,
4142,2,1,VALLARSA,,0,VALLARSA,VALLARSA,VALLARSA,
4143,2,1,BENACO,,0,BENACO,BENACO,BENACO,
4144,2,1,BOSCO DON GIOVANNI,,0,DON GIOVANNI BOSCO,SAN GIOVANNI BOSCO,DON BOSCO,
4145,2,3,LUIGI (SAN),,0,SAN LUIGI,SAN LUIGI,SAN LUIGI,
4146,2,1,SCRIVIA,,0,SCRIVIA,SCRIVIA,SCRIVIA,
4147,2,1,TAGLIAMENTO,,0,TAGLIAMENTO,TAGLIAMENTO,TAGLIAMENTO,
4148,2,1,VERBANO,,0,VERBANO,VERBANO,VERBANO,
4149,2,1,BRENO,,0,BRENO,BRENO,BRENO,
4150,2,3,BONOMELLI GEREMIA,19290327,0,GEREMIA BONOMELLI,GEREMIA BONOMELLI,GEREMIA BONOMELLI,
4151,2,2,BRENTA,,0,BRENTA,BRENTA,BRENTA,
4152,2,1,BESSARIONE,,0,BESSARIONE,BESSARIONE,BESSARIONE,
4153,2,1,GARDONE,19290327,0,GARDONE,GARDONE,GARDONE,
4154,2,1,ROMILLI ARCIVESCOVO,,0,ARCIVESCOVO ROMILLI,ARCIVESCOVO ROMILLI,ARCIVESCOVO ROMILLI,
4155,2,1,RIVA DI TRENTO,19290327,0,RIVA DI TRENTO,RIVA DI TRENTO,RIVA DI TRENTO,
4156,2,1,ALBINI FRANCO,19911205,0,FRANCO ALBINI,FRANCO ALBINI,FRANCO ALBINI,
4157,2,1,MINCIO,,0,MINCIO,MINCIO,MINCIO,
4158,2,7,FERRARA,,0,FERRARA,FERRARA,FERRARA,
4159,2,1,POLESINE,,0,POLESINE,POLESINE,POLESINE,
4160,2,1,GAMBOLOITA,,0,GAMBOLOITA,GAMBOLOITA,GAMBOLOITA,
4161,2,1,BALDUCCIO DA PISA,,0,BALDUCCIO DA PISA,BALDUCCIO DA PISA,BALDUCCIO DA PISA,
4162,2,1,BARLETTA,19290327,0,BARLETTA,BARLETTA,BARLETTA,
4163,2,1,GARGANO,19290327,0,GARGANO,GARGANO,GARGANO,
4165,2,1,MOCENIGO (DEI),,0,DEI MOCENIGO,DEI MOCENIGO,DEI MOCENIGO,
4166,2,1,SANNIO,19280201,0,SANNIO,SANNIO,SANNIO,
4167,2,1,NERVESA,,0,NERVESA,NERVESA,NERVESA,
4168,2,1,TACITO CORNELIO,,0,CORNELIO TACITO,CORNELIO TACITO,CORNELIO TACITO,
4169,2,1,MASSARANI TULLO,,0,TULLO MASSARANI,TULLO MASSARANI,TULLO MASSARANI,
4170,2,1,PONTI DELLA PRIULA,,0,PONTI DELLA PRIULA,PONTI DELLA PRIULA,PONTI DELLA PRIULA,
4171,2,2,BACCHIGLIONE,,0,BACCHIGLIONE,BACCHIGLIONE,BACCHIGLIONE,
4172,2,7,BOLOGNA,,0,BOLOGNA,BOLOGNA,BOLOGNA,
4173,2,2,LUCANIA,,0,LUCANIA,LUCANIA,LUCANIA,
4174,2,7,CORVETTO LUIGI EMANUELE,,0,LUIGI EMANUELE CORVETTO,LUIGI EMANUELE CORVETTO,LUIGI EMANUELE CORVETTO,
4175,2,2,MARTINI ENRICO,19230719,0,ENRICO MARTINI,ENRICO MARTINI,ENRICO MARTINI,
4176,2,1,SERLIO SEBASTIANO,19510313,0,SEBASTIANO SERLIO,SEBASTIANO SERLIO,SEBASTIANO SERLIO,
4177,2,1,SACCONI GIUSEPPE,19510313,0,GIUSEPPE SACCONI,GIUSEPPE SACCONI,GIUSEPPE SACCONI,
4178,2,1,ANTONELLI ALESSANDRO,19480608,0,ALESSANDRO ANTONELLI,ALESSANDRO ANTONELLI,ALESSANDRO ANTONELLI,
4179,2,1,LONGHENA BALDASSARE,19510313,0,BALDASSARE LONGHENA,BALDASSARE LONGHENA,BALDASSARE LONGHENA,
4180,2,1,SULMONA,,0,SULMONA,SULMONA,SULMONA,
4181,2,1,ROSSELLI (F.LLI),,0,FRATELLI ROSSELLI,FRATELLI ROSSELLI,FRATELLI ROSSELLI,
4182,2,1,BONCOMPAGNI CARLO,,0,CARLO BONCOMPAGNI,CARLO BONCOMPAGNI,CARLO BONCOMPAGNI,
4183,2,1,MARTINENGO FRANCESCO,,0,FRANCESCO MARTINENGO,FRANCESCO MARTINENGO,FRANCESCO MARTINENGO,
4184,2,1,AVEZZANA GIUSEPPE,19240519,0,GIUSEPPE AVEZZANA,GIUSEPPE AVEZZANA,GIUSEPPE AVEZZANA,
4185,2,1,MAROCHETTI CARLO,,0,CARLO MAROCHETTI,CARLO MAROCHETTI,CARLO MAROCHETTI,
4186,2,1,BRIZI EUGENIO,,0,EUGENIO BRIZI,EUGENIO BRIZI,EUGENIO BRIZI,
4187,2,1,GAGGIA PIETRO,,0,PIETRO GAGGIA,PIETRO GAGGIA,PIETRO GAGGIA,
4188,2,1,TOFFETTI VINCENZO,,0,VINCENZO TOFFETTI,VINCENZO TOFFETTI,VINCENZO TOFFETTI,
4190,2,1,VENEZIANO DOMENICO,,0,DOMENICO VENEZIANO,DOMENICO VENEZIANO,DOMENICO VENEZIANO,
4191,2,1,ANDREA DEL CASTAGNO,19550504,0,ANDREA DEL CASTAGNO,ANDREA DEL CASTAGNO,ANDREA DEL CASTAGNO,
4192,2,1,CODOGNO,,0,CODOGNO,CODOGNO,CODOGNO,
4193,2,1,VAL MAGGIA,,0,VAL MAGGIA,VAL MAGGIA,VAL MAGGIA,
4194,2,1,VAL MESOLCINA,,0,VAL MESOLCINA,VAL MESOLCINA,VAL MESOLCINA,
4195,2,1,CASSANO D'ADDA,19690721,0,CASSANO D'ADDA,CASSANO D'ADDA,CASSANO D'ADDA,
4196,2,1,PASSO PORDOI,,0,PASSO PORDOI,PASSO PORDOI,PASSO PORDOI,
4197,2,1,PECORI GIRALDI GUGLIELMO,,0,GUGLIELMO PECORI GIRALDI,GUGLIELMO PECORI GIRALDI,GUGLIELMO PECORI GIRALDI,
4198,2,1,CAVIGLIA ENRICO,,0,ENRICO CAVIGLIA,ENRICO CAVIGLIA,ENRICO CAVIGLIA,
4199,2,1,EINSTEIN ALBERTO,,0,ALBERTO EINSTEIN,ALBERTO EINSTEIN,ALBERTO EINSTEIN,
4200,2,1,FARSAGLIA,,0,FARSAGLIA,FARSAGLIA,FARSAGLIA,
4201,2,1,CASTELBARCO GIAN CARLO,,0,GIAN CARLO CASTELBARCO,GIAN CARLO CASTELBARCO,GIAN CARLO CASTELBARCO,
4202,2,1,SARFATTI ROBERTO,19290327,0,ROBERTO SARFATTI,ROBERTO SARFATTI,ROBERTO SARFATTI,
4203,2,2,BACH GIOVANNI SEBASTIANO,,0,GIOVANNI SEBASTIANO BACH,GIOVANNI SEBASTIANO BACH,GIOVANNI SEBASTIANO BACH,
4204,2,2,BRAHMS GIOVANNI,,0,GIOVANNI BRAHMS,GIOVANNI BRAHMS,GIOVANNI BRAHMS,
4205,2,4,BEETHOVEN LUDOVICO,,0,LUDOVICO BEETHOVEN,LUDOVICO BEETHOVEN,LUDOVICO BEETHOVEN,
4207,2,1,BOSELLI ANTONIO,19290327,0,ANTONIO BOSELLI,ANTONIO BOSELLI,ANTONIO BOSELLI,
4208,2,1,BALBO CESARE,,0,CESARE BALBO,CESARE BALBO,CESARE BALBO,
4209,2,1,PEZZI GIULIETTA,19290327,0,GIULIETTA PEZZI,GIULIETTA PEZZI,GIULIETTA PEZZI,
4210,2,2,TOSCANA,,0,TOSCANA,TOSCANA,TOSCANA,
4211,2,2,ISONZO,,0,ISONZO,ISONZO,ISONZO,
4212,2,1,SOAVE FRANCESCO,,0,FRANCESCO SOAVE,FRANCESCO SOAVE,FRANCESCO SOAVE,
4213,2,1,PALLADIO ANDREA,,0,ANDREA PALLADIO,ANDREA PALLADIO,ANDREA PALLADIO,
4214,2,1,LIVENZA,,0,LIVENZA,LIVENZA,LIVENZA,
4215,2,1,TREBBIA,,0,TREBBIA,TREBBIA,TREBBIA,
4216,2,1,ADIGE,,0,ADIGE,ADIGE,ADIGE,
4217,2,1,MANTOVA,,0,MANTOVA,MANTOVA,MANTOVA,
4218,2,1,PASSO BUOLE,,0,PASSO BUOLE,PASSO BUOLE,PASSO BUOLE,
4219,2,1,BREMBO,,0,BREMBO,BREMBO,BREMBO,
4220,2,3,TRENTO,,0,TRENTO,TRENTO,TRENTO,
4221,2,3,BUOZZI BRUNO,19510313,0,BRUNO BUOZZI,BRUNO BUOZZI,BRUNO BUOZZI,
4222,2,1,BAZZI CARLO,,0,CARLO BAZZI,CARLO BAZZI,CARLO BAZZI,
4223,2,1,VERRO BERNARDINO,,0,BERNARDINO VERRO,BERNARDINO VERRO,BERNARDINO VERRO,
4224,2,1,FONTANILI (DEI),,0,DEI FONTANILI,DEI FONTANILI,DEI FONTANILI,
4225,2,1,CORRADO II IL SALICO,,0,CORRADO SECONDO IL SALICO,CORRADO SECONDO IL SALICO,CORRADO SECONDO IL SALICO,
4226,2,1,LEONI POMPEO,,0,POMPEO LEONI,POMPEO LEONI,POMPEO LEONI,
4227,2,1,PIETRASANTA,19210608,0,PIETRASANTA,PIETRASANTA,PIETRASANTA,
4228,2,1,EBRO,,0,EBRO,EBRO,EBRO,
4229,2,1,RUTILIA,,0,RUTILIA,RUTILIA,RUTILIA,
4230,2,1,TIRSO,19290327,0,TIRSO,TIRSO,TIRSO,
4231,2,1,ASTURA,,0,ASTURA,ASTURA,ASTURA,
4232,2,1,COMISSO GIOVANNI,19920124,0,GIOVANNI COMISSO,GIOVANNI COMISSO,GIOVANNI COMISSO,
4233,2,1,KASMAN SERGIO,19931214,0,SERGIO KASMAN,SERGIO KASMAN,SERGIO KASMAN,
4234,2,1,NEGRI ADA,,0,ADA NEGRI,ADA NEGRI,ADA NEGRI,
4235,2,1,MARCHETTI LEOPOLDO,,0,LEOPOLDO MARCHETTI,LEOPOLDO MARCHETTI,LEOPOLDO MARCHETTI,
4236,2,1,BIONDELLI BERNARDINO,,0,BERNARDINO BIONDELLI,BERNARDINO BIONDELLI,BERNARDINO BIONDELLI,
4237,2,1,HEINE ENRICO,,0,ENRICO HEINE,ENRICO HEINE,ENRICO HEINE,
4238,2,1,CASCINA BELCASULE,19970925,0,CASCINA BELCASULE,CASCINA BELCASULE,CASCINA BELCASULE,
4239,2,1,GAGINI,19971006,0,GAGINI,GAGINI,GAGINI,
4240,2,1,VEGIO MAFFEO,19971006,0,MAFFEO VEGIO,MAFFEO VEGIO,MAFFEO VEGIO,
4241,2,1,MATAZONE DA CALIGANO,19971006,0,MATAZONE DA CALIGANO,MATAZONE DA CALIGANO,MATAZONE DA CALIGANO,
4242,2,1,BARBIANO DI BELGIOIOSO CARLO,19971009,0,CARLO BARBIANO DI BELGIOIOSO,CARLO BARBIANO DI BELGIOIOSO,CARLO BARBIANO DI BELGIOIOSO,
4243,2,1,PATECCHIO GIRARDO,19971008,0,GIRARDO PATECCHIO,GIRARDO PATECCHIO,GIRARDO PATECCHIO,
4244,2,1,PIETRO MARTIRE D'ANGHIERA,19971013,0,PIETRO MARTIRE D'ANGHIERA,PIETRO MARTIRE D'ANGHIERA,MARTIRE PIETRO D'ANGHIERA,
4245,2,1,RAMUSIO GIOVANNI BATTISTA,19971016,0,GIOVANNI BATTISTA RAMUSIO,GIOVANNI BATTISTA RAMUSIO,GIOVANNI BATTISTA RAMUSIO,
4246,2,1,BOGNETTI (DEI),19771027,0,DEI BOGNETTI,DEI BOGNETTI,DEI BOGNETTI,
4247,2,3,ASSUNTA (DELL'),,0,DELL'ASSUNTA,DELL'ASSUNTA,DELL'ASSUNTA,
4248,2,1,CUORE IMMACOLATO DI MARIA,,0,CUORE IMMACOLATO DI MARIA,CUORE IMMACOLATO DI MARIA,CUORE IMMACOLATO DI MARIA,
4249,2,7,LODI,,0,LODI,LODI,LODI,
4250,2,1,ANTONINI GIACOMO,,0,GIACOMO ANTONINI,GIACOMO ANTONINI,GIACOMO ANTONINI,
4251,2,1,CAMPAZZINO,,0,CAMPAZZINO,CAMPAZZINO,CAMPAZZINO,
4252,2,3,CHIARADIA ENRICO,,0,ENRICO CHIARADIA,ENRICO CHIARADIA,ENRICO CHIARADIA,
4253,2,1,ALAMANNI LUIGI,,0,LUIGI ALAMANNI,LUIGI ALAMANNI,LUIGI ALAMANNI,
4254,2,1,SOLAROLI PAOLO,,0,PAOLO SOLAROLI,PAOLO SOLAROLI,PAOLO SOLAROLI,
4255,2,1,PASINETTI ANTONIO,,0,ANTONIO PASINETTI,ANTONIO PASINETTI,ANTONIO PASINETTI,
4256,2,1,GALLURA,19290327,0,GALLURA,GALLURA,GALLURA,
4257,2,1,VAL PASSIRIA,,0,VAL PASSIRIA,VAL PASSIRIA,VAL PASSIRIA,
4258,2,1,COARI ADELAIDE,19920429,0,ADELAIDE COARI,ADELAIDE COARI,ADELAIDE COARI,
4259,2,1,CORTINA D'AMPEZZO,,0,CORTINA D'AMPEZZO,CORTINA D'AMPEZZO,CORTINA D'AMPEZZO,
4260,2,1,CASCINA CASTELLAZZO,19960516,0,CASCINA CASTELLAZZO,CASCINA CASTELLAZZO,CASCINA CASTELLAZZO,
4261,2,1,BRONI,19700320,0,BRONI,BRONI,BRONI,
4262,3,3,SUMATRA,,2006,SUMATRA,SUMATRA,SUMATRA,
4263,2,4,ISABELLA D'ARAGONA,,0,ISABELLA D'ARAGONA,ISABELLA D'ARAGONA,ISABELLA D'ARAGONA,
4264,2,1,BIANCONI CARLO,,0,CARLO BIANCONI,CARLO BIANCONI,CARLO BIANCONI,
4265,2,27,CANDIA MARCELLO,20110315,0,MARCELLO CANDIA,MARCELLO CANDIA,MARCELLO CANDIA,
4266,2,27,BIAGI ENZO,20130520,0,ENZO BIAGI,ENZO BIAGI,ENZO BIAGI,
4268,2,1,MATERA,19290327,0,MATERA,MATERA,MATERA,
4269,2,1,FOGGIA,19290327,0,FOGGIA,FOGGIA,FOGGIA,
4270,2,1,PIZZI GIAN FRANCESCO,,0,GIAN FRANCESCO PIZZI,GIAN FRANCESCO PIZZI,GIAN FRANCESCO PIZZI,
4271,2,1,QUARANTA BERNARDO,,0,BERNARDO QUARANTA,BERNARDO QUARANTA,BERNARDO QUARANTA,
4273,2,1,SIBARI,19290327,0,SIBARI,SIBARI,SIBARI,
4274,2,1,ASSUNTA (DELL'),,0,DELL'ASSUNTA,DELL'ASSUNTA,DELL'ASSUNTA,
4275,2,1,PISMONTE,,0,PISMONTE,PISMONTE,PISMONTE,
4276,2,1,MARCO D'AGRATE,,0,MARCO D'AGRATE,MARCO D'AGRATE,MARCO D'AGRATE,
4277,2,1,MARTINIANO (SAN),,0,SAN MARTINIANO,SAN MARTINIANO,SAN MARTINIANO,
4278,2,3,ANGILBERTO II,19301002,0,ANGILBERTO SECONDO,ANGILBERTO SECONDO,ANGILBERTO SECONDO,
4279,2,1,COMACCHIO,,0,COMACCHIO,COMACCHIO,COMACCHIO,
4280,2,1,VAIANO VALLE,,0,VAIANO VALLE,VAIANO VALLE,VAIANO VALLE,
4281,2,1,RAVENNA,,0,RAVENNA,RAVENNA,RAVENNA,
4282,2,1,POMPOSA,,0,POMPOSA,POMPOSA,POMPOSA,
4283,2,1,CINQUECENTO (DEI),19290327,0,DEI CINQUECENTO,DEI CINQUECENTO,DEI CINQUECENTO,
4284,2,1,PANIGAROLA (DEI),19301002,0,DEI PANIGAROLA,DEI PANIGAROLA,DEI PANIGAROLA,
4285,2,1,MOMPIANI GIACINTO,19240519,0,GIACINTO MOMPIANI,GIACINTO MOMPIANI,GIACINTO MOMPIANI,
4286,2,1,PIAZZETTA GIOVANNI BATTISTA,19301002,0,GIOVANNI BATTISTA PIAZZETTA,GIOVANNI BATTISTA PIAZZETTA,GIOVANNI BATTISTA PIAZZETTA,
4287,2,1,BARABINO NICOLO',19301002,0,NICOLO' BARABINO,NICOLO' BARABINO,NICOLO' BARABINO,
4288,2,7,ROSA GABRIELE,19240519,0,GABRIELE ROSA,GABRIELE ROSA,GABRIELE ROSA,
4289,2,2,OMERO,,0,OMERO,OMERO,OMERO,
4290,2,1,DIONIGI (SAN),19301002,0,SAN DIONIGI,SAN DIONIGI,SAN DIONIGI,
4291,2,1,NOTO,,0,NOTO,NOTO,NOTO,
4292,2,1,MONTEMEZZI ITALO,19691201,0,ITALO MONTEMEZZI,ITALO MONTEMEZZI,ITALO MONTEMEZZI,
4293,2,1,MONTI SABINI,,0,MONTI SABINI,MONTI SABINI,MONTI SABINI,
4294,2,1,WOLF FERRARI ERMANNO,19691201,0,ERMANNO WOLF FERRARI,ERMANNO WOLF FERRARI,ERMANNO WOLF FERRARI,
4295,2,1,VAL DI SOLE,,0,VAL DI SOLE,VAL DI SOLE,VAL DI SOLE,
4296,2,1,PICK MANGIAGALLI RICCARDO,19691201,0,RICCARDO PICK MANGIAGALLI,RICCARDO PICK MANGIAGALLI,RICCARDO PICK MANGIAGALLI,
4297,2,1,CHOPIN FEDERICO,19691201,0,FEDERICO CHOPIN,FEDERICO CHOPIN,FEDERICO CHOPIN,
4298,2,1,MACCONAGO,,0,MACCONAGO,MACCONAGO,MACCONAGO,
4299,2,1,LIVINALLONGO,,0,LIVINALLONGO,LIVINALLONGO,LIVINALLONGO,
4300,2,1,GUARNERI (DEI),19691201,0,DEI GUARNERI,DEI GUARNERI,DEI GUARNERI,
4301,2,1,BARZONI VITTORIO,19240519,0,VITTORIO BARZONI,VITTORIO BARZONI,VITTORIO BARZONI,
4302,2,1,MONTEMARTINI GIOVANNI,19510313,0,GIOVANNI MONTEMARTINI,GIOVANNI MONTEMARTINI,GIOVANNI MONTEMARTINI,
4303,2,1,OSIMO AUGUSTO,19510313,0,AUGUSTO OSIMO,AUGUSTO OSIMO,AUGUSTO OSIMO,
4304,2,1,FABIO MASSIMO,,0,FABIO MASSIMO,FABIO MASSIMO,FABIO MASSIMO,
4305,2,1,ALBINONI TOMASO,19700113,0,TOMASO ALBINONI,TOMASO ALBINONI,TOMASO ALBINONI,
4306,2,1,PALLIA PAOLO,,0,PAOLO PALLIA,PAOLO PALLIA,PAOLO PALLIA,
4307,2,3,MISTRAL FEDERICO,19480608,0,FEDERICO MISTRAL,FEDERICO MISTRAL,FEDERICO MISTRAL,
4308,2,1,LACAITA GIACOMO FILIPPO,,0,GIACOMO FILIPPO LACAITA,GIACOMO FILIPPO LACAITA,GIACOMO FILIPPO LACAITA,
4309,2,1,CASSINIS GIOVANNI BATTISTA,,0,GIOVANNI BATTISTA CASSINIS,GIOVANNI BATTISTA CASSINIS,GIOVANNI BATTISTA CASSINIS,
4310,2,1,BOTTONI PIERO,19940105,0,PIERO BOTTONI,PIERO BOTTONI,PIERO BOTTONI,
4311,2,1,MEZZANOTTE PAOLO,19931230,0,PAOLO MEZZANOTTE,PAOLO MEZZANOTTE,PAOLO MEZZANOTTE,
4312,2,1,PERESSUTTI ENRICO,19940118,0,ENRICO PERESSUTTI,ENRICO PERESSUTTI,ENRICO PERESSUTTI,
4313,2,1,ROGERS ERNESTO,19931217,0,ERNESTO ROGERS,ERNESTO ROGERS,ERNESTO ROGERS,
4314,2,4,AGOSTINIANI DELL'OSSERVANZA,19971020,0,AGOSTINIANI DELL'OSSERVANZA,AGOSTINIANI DELL'OSSERVANZA,AGOSTINIANI DELL'OSSERVANZA,
4315,2,1,ABONDI ANTONIO,19971020,0,ANTONIO ABONDI,ANTONIO ABONDI,ANTONIO ABONDI,
4316,2,1,ANTIQUARI IACOPO,19971020,0,IACOPO ANTIQUARI,IACOPO ANTIQUARI,IACOPO ANTIQUARI,
4317,2,1,ANTEGNATI,19971114,0,ANTEGNATI,ANTEGNATI,ANTEGNATI,
4318,2,1,AMIDANI VINCENZO,19971120,0,VINCENZO AMIDANI,VINCENZO AMIDANI,VINCENZO AMIDANI,
4319,2,1,ATTENDOLO MUZIO DETTO SFORZA,19971120,0,MUZIO ATTENDOLO SFORZA,MUZIO ATTENDOLO SFORZA,MUZIO ATTENDOLO DETTO SFORZA,
4320,2,1,GABUSSI GIULIO CESARE,19971120,0,GIULIO CESARE GABUSSI,GIULIO CESARE GABUSSI,GIULIO CESARE GABUSSI,
4321,2,1,GASTONE DA FOIX,19980327,0,GASTONE DA FOIX,GASTONE DA FOIX,GASTONE DA FOIX,
4322,2,1,PAMPURI FRA' RICCARDO,20010219,0,FRA RICCARDO PAMPURI,FRA RICCARDO PAMPURI,FRA RICCARDO PAMPURI,
4325,2,1,SPADOLINI GIOVANNI,20011206,0,GIOVANNI SPADOLINI,GIOVANNI SPADOLINI,GIOVANNI SPADOLINI,
4326,2,1,DE ANGELI CARLO,20020213,0,CARLO DE ANGELI,CARLO DE ANGELI,CARLO DE ANGELI,
4327,2,1,BUZZI VITTORE,20031113,0,VITTORE BUZZI,VITTORE BUZZI,VITTORE BUZZI,
4348,2,1,VENERIO (SAN),20000530,0,SAN VENERIO,SAN VENERIO,SAN VENERIO,
4349,2,1,MIROCLE (SAN),20000929,0,SAN MIROCLE,SAN MIROCLE,SAN MIROCLE,
4350,2,1,SELVANESCO,,0,SELVANESCO,SELVANESCO,SELVANESCO,
4351,2,1,BERNARDO (SAN),,0,SAN BERNARDO,SAN BERNARDO,SAN BERNARDO,
4353,2,1,BUGATTI ETTORE,19961020,0,ETTORE BUGATTI,ETTORE BUGATTI,ETTORE BUGATTI,
4354,2,1,ISOTTA CESARE,20000616,0,ISOTTA CESARE,ISOTTA CESARE,CESARE ISOTTA,
4355,2,1,FRASCHINI (F.LLI),19971107,0,FRATELLI FRASCHINI,FRATELLI FRASCHINI,FRATELLI FRASCHINI,
4356,2,1,TOMASELLI GIUSEPPE,19971107,0,GIUSEPPE TOMASELLI,GIUSEPPE TOMASELLI,GIUSEPPE TOMASELLI,
4357,2,1,QUINTOSOLE,,0,QUINTOSOLE,QUINTOSOLE,QUINTOSOLE,
4358,2,1,CAMPORGNAGO,,0,CAMPORGNAGO,CAMPORGNAGO,CAMPORGNAGO,
4359,2,1,SANVENERO ROSSELLI GUSTAVO,19971107,0,GUSTAVO SANVENERO ROSSELLI,GUSTAVO SANVENERO ROSSELLI,GUSTAVO SANVENERO ROSSELLI,
4363,2,1,MEDEA EUGENIO,,0,EUGENIO MEDEA,EUGENIO MEDEA,EUGENIO MEDEA,
4364,2,1,MONTE PIANA,19290327,0,MONTE PIANA,MONTE PIANA,MONTE PIANA,
4365,2,1,MONTE POPERA,19290327,0,MONTE POPERA,MONTE POPERA,MONTE POPERA,
4366,2,1,MONTE CENGIO,19290327,0,MONTE CENGIO,MONTE CENGIO,MONTE CENGIO,
4367,2,1,FREIKOFEL,19290327,0,FREIKOFEL,FREIKOFEL,FREIKOFEL,
4368,2,1,MONTE PALOMBINO,19290327,0,MONTE PALOMBINO,MONTE PALOMBINO,MONTE PALOMBINO,
4369,2,1,MONTE PERALBA,20021210,0,MONTE PERALBA,MONTE PERALBA,MONTE PERALBA,
4370,2,1,FIDENZA,19280201,0,FIDENZA,FIDENZA,FIDENZA,
4371,2,1,PARMA,19280201,0,PARMA,PARMA,PARMA,
4372,2,1,BUSSETO,19280201,0,BUSSETO,BUSSETO,BUSSETO,
4373,2,1,ROGOREDO,19290327,0,ROGOREDO,ROGOREDO,ROGOREDO,
4374,2,10,PONTINIA,,0,PONTINIA,PONTINIA,PONTINIA,
4375,2,1,ARIALDO (SANT'),19301002,0,SANT'ARIALDO,SANT'ARIALDO,SANT'ARIALDO,
4376,2,1,FELTRINELLI CARLO,19920914,0,CARLO FELTRINELLI,CARLO FELTRINELLI,CARLO FELTRINELLI,
4377,2,1,OTTO OTTOBRE 2001,20041008,0,OTTO OTTOBRE 2001,08-OTT-01,8 OTTOBRE 2001,
4379,2,1,ERASMO DA ROTTERDAM,20041210,0,ERASMO DA ROTTERDAM,ERASMO DA ROTTERDAM,ERASMO DA ROTTERDAM,
4380,2,1,ORWELL GEORGE,20000714,0,GEORGE ORWELL,GEORGE ORWELL,GEORGE ORWELL,
4381,2,1,MAGISTRI GIOVANNI BALILLA,20041123,0,GIOVANNI BALILLA MAGISTRI,GIOVANNI BALILLA MAGISTRI,GIOVANNI BALILLA MAGISTRI,
4382,2,7,MADONNA DI FATIMA,20041123,0,MADONNA DI FATIMA,MADONNA DI FATIMA,MADONNA DI FATIMA,
4383,2,1,PIZZOLPASSO FRANCESCO,20070614,0,FRANCESCO PIZZOLPASSO,FRANCESCO PIZZOLPASSO,FRANCESCO PIZZOLPASSO,
4384,2,1,MONTE PENICE,20071023,0,MONTE PENICE,MONTE PENICE,MONTE PENICE,
4385,2,1,MANZU' GIACOMO,20081201,0,GIACOMO MANZU',GIACOMO MANZU',GIACOMO MANZU',
4386,2,1,CASSINARI BRUNO,20081201,0,BRUNO CASSINARI,BRUNO CASSINARI,BRUNO CASSINARI,
4387,2,1,CASCELLA ANDREA E PIETRO,20081201,0,ANDREA E PIETRO CASCELLA,ANDREA E PIETRO CASCELLA,ANDREA E PIETRO CASCELLA,
4388,2,1,SEVERINI GINO,20081201,0,GINO SEVERINI,GINO SEVERINI,GINO SEVERINI,
4389,2,1,MELOTTI FAUSTO,20081201,0,FAUSTO MELOTTI,FAUSTO MELOTTI,FAUSTO MELOTTI,
4390,2,1,DEL FUTURISMO,20081201,0,DEL FUTURISMO,DEL FUTURISMO,DEL FUTURISMO,
4391,2,1,SAVINIO ALBERTO,20100326,0,ALBERTO SAVINIO,ALBERTO SAVINIO,ALBERTO SAVINIO,
4392,2,1,ERICE,20120626,0,ERICE,ERICE,ERICE,
4393,2,27,PESSINA MONSIGNOR LUIGI,20121208,0,MONSIGNOR LUIGI PESSINA,MONSIGNOR LUIGI PESSINA,MONSIGNOR LUIGI PESSINA,
4394,2,1,SCIASCIA LEONARDO,20210804,0,LEONARDO SCIASCIA,LEONARDO SCIASCIA,LEONARDO SCIASCIA,
4395,2,3,MODOTTI TINA,20210922,0,TINA MODOTTI,TINA MODOTTI,TINA MODOTTI,
