CODICE_VIA,STATO,TIPO,DENOMINAZIONE,DATA_INTITOLAZIONE,ANNO_SOPPRESSIONE,DESCRITTIVO,ANNCSU,OPENSTREETMAP,PROGANNCSU
1,2,3,DUOMO (DEL),17000101,0,DEL DUOMO,DEL DUOMO,DEL DUOMO,
10,2,17,VITTORIO EMANUELE,,0,VITTORIO EMANUELE II,VITTORIO EMANUELE SECONDO,VITTORIO EMANUELE SECONDO,
50,3,5,MARGHERITA (SANTA),19700101,2001,SANTA MARGHERITA,SANTA MARGHERITA,SANTA MARGHERITA,
51,3,1,ANGIOLI (DEGLI),19780101,2008,DEGLI ANGIOLI,DEGLI ANGIOLI,DEGLI ANGIOLI,
52,3,4,STADIO (DELLO),20000101,2007,DELLO STADIO,DELLO STADIO,DELLO STADIO,
96,2,1,CALDERON DE LA BARCA PIETRO,19721027,0,PIETRO CALDERON DE LA BARCA,PIETRO CALDERON DE LA BARCA,PIETRO CALDERON DE LA BARCA,
97,2,4,TOSCANINI ARTURO,,0,ARTURO TOSCANINI,ARTURO TOSCANINI,ARTURO TOSCANINI,
98,2,3,LIBERTY (DEL),,0,DEL LIBERTY,DEL LIBERTY,LIBERTY,
99,2,15,MALAGODI GIOVANNI,20010426,0,GIOVANNI MALAGODI,GIOVANNI MALAGODI,GIOVANNI MALAGODI,
100,2,17,DE CRISTOFORIS,,0,DE CRISTOFORIS,DE CRISTOFORIS,DE CRISTOFORIS,
101,2,5,CIOVASSO,,0,CIOVASSO,DI VIA CIOVASSO,CIOVASSO,
102,2,15,DUOMO,,0,DUOMO,DUOMO,DUOMO,
103,2,1,PELLICO SILVIO,,0,SILVIO PELLICO,SILVIO PELLICO,SILVIO PELLICO,
104,2,1,CATTANEO CARLO,,0,CARLO CATTANEO,CARLO CATTANEO,CARLO CATTANEO,
105,2,1,GROSSI TOMMASO,,0,TOMMASO GROSSI,TOMMASO GROSSI,TOMMASO GROSSI,
106,2,1,MENGONI GIUSEPPE,19210608,0,GIUSEPPE MENGONI,GIUSEPPE MENGONI,GIUSEPPE MENGONI,
107,2,1,FARINE,,0,FARINE,FARINE,FARINE,
108,2,1,MARGHERITA (SANTA),,0,SANTA MARGHERITA,SANTA MARGHERITA,SANTA MARGHERITA,
109,2,1,PROTASO (SAN),,0,SAN PROTASO,SAN PROTASO,SAN PROTASO,
110,2,1,PORRONE BASSANO,,0,BASSANO PORRONE,BASSANO PORRONE,BASSANO PORRONE,
111,2,1,DALMAZIO (SAN),,0,SAN DALMAZIO,SAN DALMAZIO,SAN DALMAZIO,
112,2,3,FERRARI PAOLO,,0,PAOLO FERRARI,PAOLO FERRARI,PAOLO FERRARI,
113,2,1,FILODRAMMATICI,,0,FILODRAMMATICI,FILODRAMMATICI,FILODRAMMATICI,
114,2,1,CLERICI,,0,CLERICI,CLERICI,CLERICI,
115,2,1,BOSSI (DEI),,0,DEI BOSSI,DEI BOSSI,DEI BOSSI,
116,2,21,BOSSI MAURILIO,,0,MAURILIO BOSSI,MAURILIO BOSSI,MAURILIO BOSSI,
117,2,1,BOITO ARRIGO,,0,ARRIGO BOITO,ARRIGO BOITO,ARRIGO BOITO,
118,2,1,VERDI GIUSEPPE,,0,GIUSEPPE VERDI,GIUSEPPE VERDI,GIUSEPPE VERDI,
119,2,1,ROMAGNOSI GIAN DOMENICO,,0,ROMAGNOSI,ROMAGNOSI,GIANDOMENICO ROMAGNOSI,
120,2,1,ANDEGARI,,0,ANDEGARI,ANDEGARI,ANDEGARI,
121,2,1,MONTE DI PIETA',,0,MONTE DI PIETA',MONTE DI PIETA',MONTE DI PIETA',
122,2,1,BRERA,,0,BRERA,BRERA,BRERA,
123,2,1,ORSO (DELL'),,0,DELL'ORSO,DELL'ORSO,DELL'ORSO,
124,2,1,LAURO (DEL),,0,DEL LAURO,DEL LAURO,DEL LAURO,
125,2,1,CIOVASSINO,,0,CIOVASSINO,CIOVASSINO,CIOVASSINO,
126,2,1,MELONE,,0,MELONE,MELONE,MELONE,
127,2,1,CIOVASSO,,0,CIOVASSO,CIOVASSO,CIOVASSO,
128,2,1,GALLO (DEL),,0,DEL GALLO,DEL GALLO,DEL GALLO,
129,2,3,CARMINE (DEL),,0,DEL CARMINE,DEL CARMINE,DEL CARMINE,
130,2,1,CARMINE (DEL),,0,DEL CARMINE,DEL CARMINE,DEL CARMINE,
131,2,21,BRERA (DI),,0,DI BRERA,DI BRERA,DI BRERA,
132,2,1,CARPOFORO (SAN),,0,SAN CARPOFORO,SAN CARPOFORO,SAN CARPOFORO,
133,2,1,FORMENTINI MARCO,,0,MARCO FORMENTINI,MARCO FORMENTINI,MARCO FORMENTINI,
134,2,1,MADONNINA,,0,MADONNINA,MADONNINA,MADONNINA,
135,2,1,FIORI CHIARI,,0,FIORI CHIARI,FIORI CHIARI,FIORI CHIARI,
136,2,1,FIORI OSCURI,,0,FIORI OSCURI,FIORI OSCURI,FIORI OSCURI,
137,2,4,BELOTTI BORTOLO,,0,BORTOLO BELOTTI,BORTOLO BELOTTI,BORTOLO BELOTTI,
138,2,5,FIORI,,0,FIORI,DI VIA FIORI CHIARI,FIORI,
139,2,1,BORGONUOVO,,0,BORGONUOVO,BORGONUOVO,BORGONUOVO,
140,2,1,ANNUNCIATA (DELL'),,0,DELL'ANNUNCIATA,DELL'ANNUNCIATA,DELL'ANNUNCIATA,
141,2,1,GIARDINI (DEI),,0,DEI GIARDINI,DEI GIARDINI,DEI GIARDINI,
142,2,1,PISONI GASTONE,,0,GASTONE PISONI,GASTONE PISONI,GASTONE PISONI,
143,2,1,PONTACCIO,,0,PONTACCIO,PONTACCIO,PONTACCIO,
144,2,1,FATEBENEFRATELLI,,0,FATEBENEFRATELLI,FATEBENEFRATELLI,FATEBENEFRATELLI,
145,2,1,CROCE ROSSA,,0,CROCE ROSSA,CROCE ROSSA,CROCE ROSSA,
146,2,1,GABBA (F.LLI),,0,FRATELLI GABBA,FRATELLI GABBA,FRATELLI GABBA,
147,2,3,ERASMO (SANT'),,0,SANT'ERASMO,SANT'ERASMO,SANT'ERASMO,
148,2,5,GIARDINO,,0,GIARDINO,GIARDINO,GIARDINO,
149,2,4,DE SABATA VICTOR,19950929,0,VICTOR DE SABATA,VICTOR DE SABATA,VICTOR DE SABATA,
150,2,21,CUCCIA ENRICO,20000919,0,ENRICO CUCCIA,ENRICO CUCCIA,ENRICO CUCCIA,
151,2,4,GHIRINGHELLI ANTONIO,20011129,0,ANTONIO GHIRINGHELLI,ANTONIO GHIRINGHELLI,ANTONIO GHIRINGHELLI,
152,2,21,DELL'AMORE GIORDANO,20060227,0,GIORDANO DELL'AMORE,GIORDANO DELL'AMORE,GIORDANO DELL'AMORE,
190,2,1,HOEPLI ULRICO,,0,ULRICO HOEPLI,ULRICO HOEPLI,ULRICO HOEPLI,
191,2,1,RAGAZZI DEL '99,,0,RAGAZZI DEL '99,RAGAZZI DEL 99,RAGAZZI DEL ',
197,2,4,MATTIOLI RAFFAELE,19760428,0,RAFFAELE MATTIOLI,RAFFAELE MATTIOLI,RAFFAELE MATTIOLI,
198,2,24,RADEGONDA (SANTA),,0,SANTA RADEGONDA,RADEGONDA,,
199,2,23,BAGATTI DEI VALSECCHI,,0,DEI BAGATTI VALSECCHI,DEI BAGATTI VALSECCHI,BAGATTI DEI VALSECCHI,
200,2,1,MORONE GEROLAMO,,0,GEROLAMO MORONE,GEROLAMO MORONE,GEROLAMO MORONE,
201,2,3,SCALA (DELLA),,0,DELLA SCALA,DELLA SCALA,DELLA SCALA,
202,2,1,CASE ROTTE,,0,CASE ROTTE,CASE ROTTE,CASE ROTTE,
203,2,3,FEDELE (SAN),,0,SAN FEDELE,SAN FEDELE,SAN FEDELE,
204,2,1,MARINO TOMMASO,,0,TOMMASO MARINO,TOMMASO MARINO,TOMMASO MARINO,
205,2,1,FOSCOLO UGO,,0,UGO FOSCOLO,UGO FOSCOLO,UGO FOSCOLO,
206,2,1,BERCHET GIOVANNI,,0,GIOVANNI BERCHET,GIOVANNI BERCHET,GIOVANNI BERCHET,
207,2,1,RAFFAELE (SAN),,0,SAN RAFFAELE,SAN RAFFAELE,SAN RAFFAELE,
208,2,1,RADEGONDA (SANTA),,0,SANTA RADEGONDA,SANTA RADEGONDA,SANTA RADEGONDA,
209,2,1,AGNELLO,,0,AGNELLO,AGNELLO,AGNELLO,
210,2,1,CATENA ADALBERTO,,0,ADALBERTO CATENA,ADALBERTO CATENA,ADALBERTO CATENA,
211,2,3,MEDA FILIPPO,,0,MEDA FILIPPO,FILIPPO MEDA,FILIPPO MEDA,
212,2,1,PAOLO (SAN),,0,SAN PAOLO,SAN PAOLO,SAN PAOLO,
213,2,1,PIETRO ALL'ORTO (SAN),,0,SAN PIETRO ALL'ORTO,SAN PIETRO ALL'ORTO,SAN PIETRO ALL'ORTO,
214,2,11,VITTORIO EMANUELE II,,0,VITTORIO EMANUELE II,VITTORIO EMANUELE SECONDO,VITTORIO EMANUELE SECONDO,
215,2,3,CARLO (SAN),,0,SAN CARLO,SAN CARLO,SAN CARLO,
216,2,3,BABILA (SAN),,0,SAN BABILA,SAN BABILA,SAN BABILA,
217,2,17,SALA DEI LONGOBARDI,,0,SALA DEI LONGOBARDI,SALA DEI LONGOBARDI,SALA DEI LONGOBARDI,
218,2,11,MATTEOTTI GIACOMO,,0,GIACOMO MATTEOTTI,GIACOMO MATTEOTTI,GIACOMO MATTEOTTI,
219,2,1,MONTE NAPOLEONE,,0,MONTE NAPOLEONE,MONTE NAPOLEONE,MONTE NAPOLEONE,
220,2,1,BAGUTTINO,,0,BAGUTTINO,BAGUTTINO,BAGUTTINO,
221,2,1,BAGUTTA,,0,BAGUTTA,BAGUTTA,BAGUTTA,
222,2,1,ANDREA (SANT'),,0,SANT'ANDREA,SANT'ANDREA,SANT'ANDREA,
223,2,1,VERRI PIETRO,,0,PIETRO VERRI,PIETRO VERRI,PIETRO VERRI,
224,2,1,BIGLI,,0,BIGLI,BIGLI,BIGLI,
226,2,1,SPIGA (DELLA),,0,DELLA SPIGA,DELLA SPIGA,DELLA SPIGA,
227,2,1,GESU',,0,GESU',GESU',GESU',
228,2,1,SANTO SPIRITO,,0,SANTO SPIRITO,SANTO SPIRITO,SANTO SPIRITO,
229,2,1,BORGOSPESSO,,0,BORGOSPESSO,BORGOSPESSO,BORGOSPESSO,
230,2,1,MANZONI ALESSANDRO,,0,ALESSANDRO MANZONI,ALESSANDRO MANZONI,ALESSANDRO MANZONI,
231,2,1,ROSSARI LUIGI,,0,LUIGI ROSSARI,LUIGI ROSSARI,LUIGI ROSSARI,
232,2,3,BELGIOIOSO,,0,BELGIOIOSO,BELGIOIOSO,BELGIOIOSO,
233,2,1,OMENONI (DEGLI),,0,DEGLI OMENONI,DEGLI OMENONI,DEGLI OMENONI,
234,2,4,CORSIA DEI SERVI,19721026,0,CORSIA DEI SERVI,CORSIA DEI SERVI,CORSIA DEI SERVI,
235,2,18,MONTANELLI INDRO,20110606,0,INDRO MONTANELLI,INDRO MONTANELLI,INDRO MONTANELLI,
236,2,1,SENATO,,0,SENATO,SENATO,SENATO,
237,2,3,CAVOUR,,0,CAVOUR,CAVOUR,CAVOUR,
238,2,11,VENEZIA,,0,VENEZIA,VENEZIA,VENEZIA,
239,2,17,FONTANA CIRO,20010207,0,CIRO FONTANA,CIRO FONTANA,CIRO FONTANA,
240,2,4,MONTAGNA LINO,20010418,0,LINO MONTAGNA,LINO MONTAGNA,LINO MONTAGNA,
296,2,17,PATTARI,19710209,0,PATTARI,PATTARI,GALLERIA PRIVATA PATTARI,
297,2,17,STRASBURGO,19710209,0,STRASBURGO,STRASBURGO,GALLERIA_PRIVATA STRASBURGO,
298,2,1,PASSARELLA,,0,PASSARELLA,PASSARELLA,PASSARELLA,
299,2,21,PATTARI,19700228,0,PATTARI,PATTARI,PATTARI,
300,2,11,EUROPA,,0,EUROPA,EUROPA,EUROPA,
301,2,1,BORGOGNA,,0,BORGOGNA,BORGOGNA,BORGOGNA,
302,2,17,CARLO (SAN),,0,SAN CARLO,SAN CARLO,SAN CARLO,
303,2,17,PASSARELLA,,0,PASSARELLA,PASSARELLA,PASSARELLA,
304,2,1,PATTARI,,0,PATTARI,PATTARI,PATTARI,
305,2,17,CORSO (DEL),,0,DEL CORSO,DEL CORSO,DEL CORSO,
306,2,3,BECCARIA CESARE,,0,CESARE BECCARIA,CESARE BECCARIA,CESARE BECCARIA,
307,2,1,BECCARIA CESARE,,0,CESARE BECCARIA,CESARE BECCARIA,CESARE BECCARIA,
308,2,3,FONTANA,,0,FONTANA,FONTANA,FONTANA,
309,3,1,ARCIVESCOVADO (DELL'),19700101,2016,DELL'ARCIVESCOVADO,DELL'ARCIVESCOVADO,,
311,2,4,SCHUSTER ILDEFONSO,,0,ILDEFONSO SCHUSTER,ILDEFONSO SCHUSTER,ILDEFONSO SCHUSTER,
312,2,1,CAVALLOTTI FELICE,,0,FELICE CAVALLOTTI,FELICE CAVALLOTTI,FELICE CAVALLOTTI,
313,2,1,DURINI,,0,DURINI,DURINI,DURINI,
314,2,1,CERVA,,0,CERVA,CERVA,CERVA,
315,2,4,AUGUSTO,19320324,0,AUGUSTO,AUGUSTO IMPERATORE,AUGUSTO,
316,2,1,VERZIERE,,0,VERZIERE,VERZIERE,VERZIERE,
317,2,1,BROLO,,0,BROLO,BROLO,BROLO,
318,2,1,LARGA,,0,LARGA,LARGA,LARGA,
319,2,1,CLEMENTE (SAN),,0,SAN CLEMENTE,SAN CLEMENTE,SAN CLEMENTE,
320,2,1,ORE (DELLE),,0,DELLE ORE,DELLE ORE,DELLE ORE,
321,2,1,TECLA (SANTA),,0,SANTA TECLA,SANTA TECLA,SANTA TECLA,
322,2,1,PALAZZO REALE,,0,PALAZZO REALE,PALAZZO REALE,PALAZZO REALE,
323,2,1,PECORARI FRANCESCO,19301002,0,FRANCESCO PECORARI,FRANCESCO PECORARI,FRANCESCO PECORARI,
324,2,1,RASTRELLI,,0,RASTRELLI,RASTRELLI,RASTRELLI,
325,2,1,BERGAMINI,,0,BERGAMINI,BERGAMINI,BERGAMINI,
326,2,1,LAGHETTO,,0,LAGHETTO,LAGHETTO,LAGHETTO,
327,2,1,FESTA DEL PERDONO,,0,FESTA DEL PERDONO,FESTA DEL PERDONO,FESTA DEL PERDONO,
328,2,1,BERNARDINO (SAN),,0,SAN BERNARDINO,SAN BERNARDINO,SAN BERNARDINO,
329,2,1,MERLO CARLO GIUSEPPE,,0,CARLO GIUSEPPE MERLO,CARLO GIUSEPPE MERLO,CARLO GIUSEPPE MERLO,
330,2,1,SFORZA FRANCESCO,,0,FRANCESCO SFORZA,FRANCESCO SFORZA,FRANCESCO SFORZA,
331,2,4,RICHINI FRANCESCO,,0,FRANCESCO RICHINI,FRANCESCO RICHINI,FRANCESCO RICHINI,
332,2,1,ANTONIO (SANT'),,0,SANT'ANTONIO,SANT'ANTONIO,SANT'ANTONIO,
333,2,1,CHIARAVALLE,,0,CHIARAVALLE,CHIARAVALLE,CHIARAVALLE,
334,2,1,PANTANO,,0,PANTANO,PANTANO,PANTANO,
335,2,3,VELASCA,,0,VELASCA,VELASCA,VELASCA,
336,2,1,OSTI,,0,OSTI,OSTI,OSTI,
337,2,1,ALBRICCI ALBERICO,,0,ALBERICO ALBRICCI,ALBERICO ALBRICCI,ALBERICO ALBRICCI,
338,2,1,PAOLO DA CANNOBIO,,0,PAOLO DA CANNOBIO,PAOLO DA CANNOBIO,PAOLO DA CANNOBIO,
339,2,3,DIAZ ARMANDO,,0,ARMANDO DIAZ,ARMANDO DIAZ,ARMANDO DIAZ,
340,2,1,MARCONI GUGLIELMO,,0,GUGLIELMO MARCONI,GUGLIELMO MARCONI,GUGLIELMO MARCONI,
341,2,1,DOGANA,,0,DOGANA,DOGANA,DOGANA,
342,2,1,CAPPELLARI,,0,CAPPELLARI,CAPPELLARI,CAPPELLARI,
343,2,1,GIARDINO GAETANO,19361007,0,GAETANO GIARDINO,GAETANO GIARDINO,GAETANO GIARDINO,
344,2,1,GONZAGA MAURIZIO,19381216,0,MAURIZIO GONZAGA,MAURIZIO GONZAGA,MAURIZIO GONZAGA,
345,2,21,GIORDANO UMBERTO,,0,UMBERTO GIORDANO,UMBERTO GIORDANO,UMBERTO GIORDANO,
346,2,1,SIGNORA (DELLA),,0,DELLA SIGNORA,DELLA SIGNORA,DELLA SIGNORA,
347,2,1,RONCHETTI ANSELMO,,0,ANSELMO RONCHETTI,ANSELMO RONCHETTI,ANSELMO RONCHETTI,
348,2,11,MONFORTE,,0,MONFORTE,MONFORTE,MONFORTE,
349,2,1,CECILIA (SANTA),,0,SANTA CECILIA,SANTA CECILIA,SANTA CECILIA,
350,2,5,RASINI,,0,RASINI,RASINI,RASINI,
351,2,1,DAMIANO (SAN),,0,SAN DAMIANO,SAN DAMIANO,SAN DAMIANO,
352,2,1,MARZIALE,,0,MARZIALE,MARZIALE,MARZIALE,
353,2,3,NAZARO IN BROLO (SAN),,0,SAN NAZARO IN BROLO,SAN NAZARO IN BROLO,SAN NAZARO IN BROLO,
354,2,3,STEFANO (SANTO),,0,SANTO STEFANO,SANTO STEFANO,SANTO STEFANO,
355,2,5,CATERINA (SANTA),,0,SANTA CATERINA,SANTA CATERINA,SANTA CATERINA,
356,2,1,BARACCHINI FLAVIO,,0,FLAVIO BARACCHINI,FLAVIO BARACCHINI,FLAVIO BARACCHINI,
357,2,1,GIOVANNI IN CONCA (SAN),,0,SAN GIOVANNI IN CONCA,SAN GIOVANNI IN CONCA,SAN GIOVANNI IN CONCA,
358,2,27,CEDERNA CAMILLA,20130617,0,CAMILLA CEDERNA,CAMILLA CEDERNA,CAMILLA CEDERNA,
359,2,5,LAGHETTO,,0,LAGHETTO,DI VIA LAGHETTO,LAGHETTO,
360,2,17,BABILA (SAN),,0,SAN BABILA,SAN BABILA,SAN BABILA,
361,2,1,VISCONTI DI MODRONE UBERTO,,0,UMBERTO VISCONTI DI MODRONE,UMBERTO VISCONTI DI MODRONE,UBERTO VISCONTI DI MODRONE,
362,2,1,DEL DUCA CINO,19710506,0,CINO DEL DUCA,CINO DEL DUCA,CINO DEL DUCA,
363,2,4,TORTORA ENZO,19980515,0,ENZO TORTORA,ENZO TORTORA,ENZO TORTORA,
364,2,1,MARTINI CARLO MARIA,20160221,0,CARLO MARIA MARTINI,CARLO MARIA MARTINI,CARLO MARIA MARTINI,
399,2,1,LUDOVICO DA VIADANA,,0,LUDOVICO DA VIADANA,LUDOVICO DA VIADANA,LUDOVICO DA VIADANA,
401,2,1,MADDALENA,,0,MADDALENA,MADDALENA,MADDALENA,
402,2,11,PORTA ROMANA (DI),,0,DI PORTA ROMANA,DI PORTA ROMANA,DI PORTA ROMANA,
403,2,1,RUGABELLA,,0,RUGABELLA,RUGABELLA,RUGABELLA,
404,2,1,SENATORE (SAN),,0,SAN SENATORE,SAN SENATORE,SAN SENATORE,
405,2,1,EUFEMIA (SANT'),,0,SANT'EUFEMIA,SANT'EUFEMIA,SANT'EUFEMIA,
406,2,3,EUFEMIA (SANT'),,0,SANT'EUFEMIA,SANT'EUFEMIA,SANT'EUFEMIA,
408,2,1,SOFIA (SANTA),,0,SANTA SOFIA,SANTA SOFIA,SANTA SOFIA,
409,2,3,ERCULEA,,0,ERCULEA,ERCULEA,ERCULEA,
410,2,1,LENTASIO,,0,LENTASIO,LENTASIO,LENTASIO,
508,2,4,BORGES JORGE LUIS,19871223,0,JORGES LUIS BORGES,JORGES LUIS BORGES,JORGE LUIS BORGES,
509,2,17,TORINO,,0,TORINO,TORINO,TORINO,
510,2,17,UNIONE (DELL'),,0,UNIONE,DELL'UNIONE,UNIONE,
511,2,20,BASILICHE (DELLE),19710527,0,DELLE BASILICHE,DELLE BASILICHE,DELLE BASILICHE,
512,2,15,CENTRALE,,0,CENTRALE,CENTRALE,CENTRALE,
513,2,1,SISTO (SAN),,0,SAN SISTO,SAN SISTO,SAN SISTO,
514,2,3,MARIA BELTRADE (SANTA),,0,SANTA MARIA BELTRADE,SANTA MARIA BELTRADE,SANTA MARIA BELTRADE,
515,2,3,VETRA,,0,VETRA,VETRA,VETRA,
516,2,1,MAZZINI GIUSEPPE,,0,GIUSEPPE MAZZINI,GIUSEPPE MAZZINI,GIUSEPPE MAZZINI,
517,2,1,SPERONARI,,0,SPERONARI,SPERONARI,SPERONARI,
518,2,1,SPADARI,,0,SPADARI,SPADARI,SPADARI,
519,2,1,ARMORARI,,0,ARMORARI,ARMORARI,ARMORARI,
520,2,1,FALCONE,,0,FALCONE,GIOVANNI FALCONE,FALCONE,
521,2,1,UNIONE (DELL'),,0,DELL'UNIONE,DELL'UNIONE,DELL'UNIONE,
522,2,1,ARCIMBOLDI (DEGLI),,0,DEGLI ARCIMBOLDI,DEGLI ARCIMBOLDI,DEGLI ARCIMBOLDI,
523,2,1,LUPETTA,,0,LUPETTA,LUPETTA,LUPETTA,
524,2,1,ZEBEDIA,,0,ZEBEDIA,ZEBEDIA,ZEBEDIA,
525,2,3,MISSORI GIUSEPPE,,0,GIUSEPPE MISSORI,GIUSEPPE MISSORI,GIUSEPPE MISSORI,
526,2,11,ITALIA,,0,ITALIA,ITALIA,ITALIA,
527,2,1,MAURI ACHILLE,,0,ACHILLE MAURI,ACHILLE MAURI,ACHILLE MAURI,
528,2,1,FIENO,,0,FIENO,FIENO,FIENO,
529,2,1,AMEDEI,,0,AMEDEI,AMEDEI,AMEDEI,
530,2,3,ALESSANDRO (SANT'),,0,SANT'ALESSANDRO,SANT'ALESSANDRO,SANT'ALESSANDRO,
531,2,5,PUSTERLA,,0,PUSTERLA,PUSTERLA,PUSTERLA,
532,2,1,PIATTI (DEI),,0,DEI PIATTI,DEI PIATTI,DEI PIATTI,
533,2,1,PIO V (SAN),,0,VIA SAN PIO V MICHELE GHISLERI,SAN PIO QUINTO,SAN PIO V,
534,2,5,MARIA VALLE (SANTA),,0,SANTA MARIA VALLE,DI VIA SANTA MARIA VALLE,SANTA MARIA VALLE,
535,2,1,MARIA VALLE (SANTA),,0,SANTA MARIA VALLE,SANTA MARIA VALLE,SANTA MARIA VALLE,
536,2,1,PIOPPETTE,,0,PIOPPETTE,PIOPPETTE,PIOPPETTE,
537,2,1,SONCINO,,0,SONCINO,SONCINO,SONCINO,
538,2,1,STAMPA,,0,STAMPA,STAMPA,STAMPA,
539,2,1,VITO (SAN),,0,SAN VITO,SAN VITO,SAN VITO,
540,2,1,CELESTINO IV,19301002,0,CELESTINO IV,CELESTINO QUARTO,CELESTINO QUARTO,
541,2,11,PORTA TICINESE (DI),,0,DI PORTA TICINESE,DI PORTA TICINESE,DI PORTA TICINESE,
542,2,4,CARROBBIO,,0,CARROBBIO,CARROBBIO,CARROBBIO,
543,2,1,TORINO,,0,TORINO,TORINO,TORINO,
544,2,15,OSII (DEGLI),,0,DEGLI OSII,DEGLI OSII,DEGLI OSII,
545,2,15,SCUOLE PALATINE,,0,SCUOLE PALATINE,SCUOLE PALATINE,SCUOLE PALATINE,
546,2,3,MERCANTI (DEI),19990114,0,DEI MERCANTI,DEI MERCANTI,DEI MERCANTI,
547,2,1,OREFICI,,0,OREFICI,OREFICI,OREFICI,
548,2,1,HUGO VICTOR,,0,VICTOR HUGO,VICTOR HUGO,VICTOR HUGO,
549,2,1,PIO IV,19301002,0,PIO IV,PIO QUARTO,PIO QUARTO,
550,2,1,NOVATI FRANCESCO,,0,FRANCESCO NOVATI,FRANCESCO NOVATI,FRANCESCO NOVATI,
551,2,1,CAMINADELLA,,0,CAMINADELLA,CAMINADELLA,CAMINADELLA,
552,2,1,ORAZIO,,0,ORAZIO,ORAZIO,ORAZIO,
553,2,1,OLMETTO,,0,OLMETTO,OLMETTO,OLMETTO,
554,2,1,LANZONE,,0,LANZONE,LANZONE,LANZONE,
555,2,1,CORRENTI CESARE,,0,CESARE CORRENTI,CESARE CORRENTI,CESARE CORRENTI,
556,2,1,TORCHIO (DEL),,0,DEL TORCHIO,DEL TORCHIO,DEL TORCHIO,
557,2,1,CIRCO,,0,CIRCO,CIRCO,CIRCO,
558,2,1,MEDICI,,0,MEDICI,MEDICI,MEDICI,
559,2,3,MASSAIA GUGLIELMO,,0,GUGLIELMO MASSAIA,GUGLIELMO MASSAIA,GUGLIELMO MASSAIA,
560,2,3,MENTANA,,0,MENTANA,MENTANA,MENTANA,
561,2,1,BAGNERA,,0,BAGNERA,BAGNERA,BAGNERA,
562,2,1,MARTA (SANTA),,0,SANTA MARTA,SANTA MARTA,SANTA MARTA,
563,2,1,MAURILIO (SAN),,0,SAN MAURILIO,SAN MAURILIO,SAN MAURILIO,
564,2,1,NERINO,,0,NERINO,NERINO,NERINO,
565,2,1,ZECCA VECCHIA,,0,ZECCA VECCHIA,ZECCA VECCHIA,ZECCA VECCHIA,
566,2,1,FOSSE ARDEATINE,19480608,0,FOSSE ARDEATINE,FOSSE ARDEATINE,FOSSE ARDEATINE,
567,2,3,SEPOLCRO (SAN),,0,SAN SEPOLCRO,SAN SEPOLCRO,SAN SEPOLCRO,
568,2,1,BOLLO (DEL),,0,DEL BOLLO,DEL BOLLO,DEL BOLLO,
569,2,1,BOCCHETTO,,0,BOCCHETTO,BOCCHETTO,BOCCHETTO,
570,2,1,MONETA,,0,MONETA,MONETA,MONETA,
571,2,1,AMBROSIANA (DELL'),,0,DELL'AMBROSIANA,DELL'AMBROSIANA,DELL'AMBROSIANA,
572,2,3,PIO XI,,0,PIO XI,PIO UNDICESIMO,PIO UNDICESIMO,
573,2,1,CANTU' CESARE,,0,CESARE CANTU',CESARE CANTU',CESARE CANTU',
574,2,1,DE AMICIS EDMONDO,,0,EDMONDO DE AMICIS,EDMONDO DE AMICIS,EDMONDO DE AMICIS,
575,2,24,MERCANTI,,0,SOTTOVIA MERCANTI,MERCANTI,,
576,2,1,MARIA PODONE (SANTA),,0,SANTA MARIA PODONE,SANTA MARIA PODONE,SANTA MARIA PODONE,
577,2,1,CARDINAL FEDERICO,,0,CARDINAL FEDERICO,CARDINALE FEDERICO,CARDINALE FEDERICO,
578,2,1,ASOLE (DELLE),,0,DELLE ASOLE,DELLE ASOLE,DELLE ASOLE,
579,2,21,ESCRIVA' JOSEMARIA (SAN),20030118,0,SAN JOSEMARIA ESCRIVA',SAN JOSEMARIA ESCRIVA',SAN JOSEMARIA ESCRIV?,
580,2,1,PAPA GREGORIO XIV,19301002,0,PAPA GREGORIO XIV,PAPA GREGORIO QUATTORDICESIMO,PAPA GREGORIO QUATTORDICESIMO,
581,2,3,GIORGIO (SAN),,0,SAN GIORGIO,SAN GIORGIO,SAN GIORGIO,
582,2,1,CORNAGGIA CARLO OTTAVIO,19240519,0,CARLO OTTAVIO CORNAGGIA,CARLO OTTAVIO CORNAGGIA,CARLO OTTAVIO CORNAGGIA,
583,2,1,BARELLAI GIUSEPPE,,0,GIUSEPPE BARELLAI,GIUSEPPE BARELLAI,GIUSEPPE BARELLAI,
584,2,3,BERTARELLI LUIGI VITTORIO,,0,LUIGI VITTORIO BERTARELLI,LUIGI VITTORIO BERTARELLI,LUIGI VITTORIO BERTARELLI,
585,2,1,DISCIPLINI,,0,DISCIPLINI,DISCIPLINI,DISCIPLINI,
586,2,1,PALLA (DELLA),,0,DELLA PALLA,DELLA PALLA,DELLA PALLA,
587,2,1,CROCEFISSO,19701203,0,CROCEFISSO,CROCEFISSO,CROCEFISSO,
588,2,1,URBANO III,19301002,0,URBANO III,URBANO TERZO,URBANO TERZO,
589,2,1,CARDINAL CAPRARA,,0,CARDINAL CAPRARA,CARDINALE GIOVANNI BATTISTA CAPRARA,CARDINALE CAPRARA,
590,2,1,CHIUSA (DELLA),19701203,0,DELLA CHIUSA,DELLA CHIUSA,DELLA CHIUSA,
